3094,84400,3-Applying,medium,,Which of the following factors has been show...,,No,4,,<p>Which of the following factors has been shown as potentially impacting immune homeostasis in favor of inflammation?</p>,Immune imbalance can lead to uncontrolled inflammation.</p><p>,<p>Diet</p>,,<p>Stress</p>,,<p>Microbiome composition</p>,,<p>All of the answers are correct.</p>,,<p>None of the answers are correct.</p>,,
3094,84400,4-Analyzing,hard,,Many of the ideas raised by Ehrlich s concep...,,No,5,,<p>Many of the ideas raised by Ehrlich&#039;s conception of selective theory were true. Which of the following ideas (if any) were later shown to be FALSE?</p>,A high degree of specificity exists in the immune system.</p><p>,<p>Interaction between a cell-bound receptor and pathogen could induce the cell to proliferate.</p>,,<p>The specificity of receptors was determined in the host prior to exposure to a foreign antigen.</p>,,<p>The antigen selected the appropriate receptor in a specific manner.</p>,,<p>The binding of a receptor to an infectious agent was like the fit between a lock and a key.</p>,,<p>All the ideas listed were shown to be true.</p>,,
3094,84400,1-Remembering,easy,,Which of the following cell types is MOST co...,,No,4,,<p>Which of the following cell types is MOST commonly associated with recognizing antigens found inside of cells?</p>,Viruses are found inside of cells.</p><p>,<p>Macrophages</p>,,<p>B cells</p>,,<p>T<sub>H</sub></p>,,<p>CTLs</p>,,<p>Antibodies</p>,,
3094,84400,1-Remembering,easy,,Which of the following classes of cell surfa...,,No,3,,<p>Which of the following classes of cell surface receptors are directly encoded in the germ line?</p>,Some receptors are randomly generated rather than encoded in the germ line.</p><p>,<p>TCR</p>,,<p>BCR</p>,,<p>PRR</p>,,<p>Antibodies</p>,,<p>All of the answers are correct.</p>,,
3094,84400,1-Remembering,easy,,What is the central mechanism for establishi...,,No,1,,<p>What is the central mechanism for establishing self-tolerance?</p>,Central tolerance develops as cells are maturing.</p><p>,<p>Self-reactive T cells and B cells are killed during development.</p>,,<p>Individuals that have immune systems that respond to self-antigens do not survive to reproduce.</p>,,<p>Immune cells that react to self-antigens are turned off when they recognize self-tissues.</p>,,<p>Certain immune suppressive cytokines are maintained in tissues to dampen auto reactive immune responses.</p>,,<p>Peripheral tissues have mechanisms to kill T or B cells that respond to them.</p>,,
3094,84400,2-Understanding,medium,,Which of the following BEST describes chemok...,,No,2,,<p>Which of the following BEST describes chemokines?</p>,Chemokines are a specific kind of cytokine.</p><p>,<p>Membrane receptors that detect the presence of soluble messengers in the environment</p>,,<p>Soluble proteins that recruit specific cells to an area</p>,,<p>Chemical messengers that induce cell differentiation</p>,,<p>Transcription factors that induce the expression of genes involved in cell adhesion</p>,,<p>Adhesion molecules that bind to the inside of blood vessels</p>,,
3094,84400,2-Understanding,medium,,Which of the following statements BEST diffe...,,No,1,,<p>Which of the following statements BEST differentiates innate and adaptive immune responses?</p>,Innate and adaptive responses are intertwined.</p><p>,"<p>Innate responses are stronger during the primary and less important during the secondary response, whereas adaptive responses are less robust during primary responses and stronger during secondary responses.</p>",,"<p>Innate responses are weaker during the primary and more robust during the secondary response, whereas adaptive responses are stronger during the primary and weaker during secondary responses.</p>",,<p>Innate responses are slower and weaker than adaptive responses.</p>,,<p>Adaptive responses are slower and weaker than innate responses.</p>,,"<p>Adaptive responses are required for effective immune responses, whereas innate responses are not required.</p>",,
3094,,2-Understanding,medium,,True or False The innate and adaptive immun...,,No,2,,<p>True or False? The innate and adaptive immune responses work largely independently of one another.</p>,How are adaptive responses initiated?</p><p>,<p>True</p>,,<p>False</p>,,,,,,,,
3094,84400,2-Understanding,medium,,How do memory cells develop,,No,2,,<p>How do memory cells develop?</p>,Memory cells are derived from effector cells.</p><p>,"<p>Upon reinfection, memory centers in the brain send signals to the bone marrow to induce T-cell and B-cell differentiation.</p>",,<p>T cells and B cells from the primary response persist and become reactivated.</p>,,<p>Innate cells are trained to activate new T cells and B cells more quickly with secondary infection.</p>,,"<p>T cells and B cells from the primary infection slowly mutate their receptors over time, priming themselves for the secondary response.</p>",,<p>Innate cells modify their cell surface receptors to prepare for reinfection.</p>,,
3094,84400,2-Understanding,medium,,Which of the following is the BEST example o...,,No,3,,<p>Which of the following is the BEST example of a hypersensitivity reaction?</p>,"Hypersensitivity reactions occur in response to common, benign antigens.</p><p>",<p>T cells responding vigorously to the flu virus</p>,,"<p>B cells failing to respond to HIV, allowing it to replicate out of control</p>",,<p>Inflammation of the airways in response to pollen</p>,,<p>Anemia as a result of iron deficiency</p>,,<p>T cells attacking the myelin sheath of nerves resulting in paralysis</p>,,
3094,84400,1-Remembering,easy,,HIV disease is a an,,No,3,,<p>HIV disease is a(an)</p>,People with HIV disease get sick more often than usual.</p><p>,<p>autoimmune disease.</p>,,<p>hypersensitivity disease.</p>,,<p>immunodeficiency.</p>,,<p>genetic disorder.</p>,,<p>allergic reaction.</p>,,
3094,84400,4-Analyzing,hard,,Predict the outcome of being immunosuppresse...,,No,3,,<p>Predict the outcome of being immunosuppressed as it relates to the development of cancer.</p>,T cells can recognize modified host proteins.</p><p>,<p>Immunosuppressed individuals are at lower risk of cancer because cytokines produced by the immune system induce cancer.</p>,,<p>Immunosuppressed individuals are at lower risk of cancer because they are more likely to contract infectious diseases.</p>,,<p>Immunosuppressed individuals are at higher risk of cancer because the immune system recognizes and destroys cancerous cells.</p>,,<p>Immunosuppressed individuals are at higher risk of cancer because they bear a higher load of microbes that damage host tissues.</p>,,<p>None of the answers are correct.</p>,,
3094,84400,4-Analyzing,hard,,What occurs when someone receives a tissue t...,,No,2,,<p>What occurs when someone receives a tissue transplant from an unrelated individual?</p>,People receiving transplants are often put on immunosuppressive drugs.</p><p>,<p>The host&#039;s lymphocytes enter the tissues and become suppressed.</p>,,<p>The host&#039;s lymphocytes enter the tissues and become activated.</p>,,<p>The host&#039;s lymphocytes that react to the tissue graft are deleted in the thymus.</p>,,"<p>The donor&#039;s lymphocytes suppress the host&#039;s lymphocytes, allowing for graft survival.</p>",,<p>The donor&#039;s lymphocytes destroy the host&#039;s immune system.</p>,,
3094,84400,1-Remembering,easy,,Which of the following is TRUE,,No,5,,<p>Which of the following is TRUE?</p>,The Lancet article was retracted.</p><p>,<p>Vaccines cause autism.</p>,,<p>Vaccines cause obesity.</p>,,<p>Vaccines cause cancer.</p>,,<p>Vaccines cause diabetes.</p>,,<p>None of the answers are correct.</p>,,
3094,84400,2-Understanding,medium,,Conditions in which the immune system attack...,,No,1,,<p>Conditions in which the immune system attacks self-antigens are known as</p>,People with HIV disease get sick more often than usual.,<p>autoimmunity.</p>,,<p>immune deficiency.</p>,,<p>hypersensitivities.</p>,,<p>neuroplasias.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,1-Remembering,easy,,All blood cells in an adult human can trace ...,,No,2,,<p>All blood cells in an adult human can trace their ancestry to which compartment within the body?</p>,Which of the above is a reservoir of stem cells?</p><p>,<p>Thymus</p>,,<p>Bone marrow</p>,,<p>Lymph node</p>,,<p>Peyer&#039;s patch</p>,,<p>None of the answers are correct.</p>,,
3094,84407,3-Applying,medium,,If a human were unable to produce lymphoid p...,,No,2,,"<p>If a human were unable to produce lymphoid progenitor cells, predict which part of the immune system would be MOST greatly impacted?</p>",HSCs differentiate into more than one cell type.</p><p>,<p>Innate immunity</p>,,<p>Adaptive immunity</p>,,<p>Both innate and adaptive would be equally impacted</p>,,<p>Neither innate nor adaptive immunity would be impacted</p>,,<p>None of the answers would be impacted.</p>,,
3094,84407,2-Understanding,medium,,A pluripotent stem cell can do which of the ...,,No,1,,<p>A pluripotent stem cell can do which of the following?</p>,A pluripotent stem cell is not always a totipotent cell.</p><p>,<p>Differentiate into a finite number of different cell types</p>,,<p>Differentiate into any type of cell found in the adult</p>,,<p>Divide an infinite number of times</p>,,<p>All of the answers are correct.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,Which of the following is the pluripotent st...,,No,4,,<p>Which of the following is the pluripotent stem cell that gives rise to all blood cells?</p>,"One of the cell types listed gives rise to the other three, which, in turn, give rise to the cellular heterogeneity in the blood.</p><p>",<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>HSC</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,From which of the following stem cells are N...,,No,1,,<p>From which of the following stem cells are NK cells derived?</p>,Know which stem cells give rise to which effectors; DCs are tricky.</p><p>,<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>Both CLP and CMP are correct.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,3-Applying,hard,,Which cell can differentiate into the GREATE...,,No,5,,<p>Which cell can differentiate into the GREATEST variety of cells during hematopoiesis?</p>,Hematopoiesis generates a variety of progenitor cells.</p><p>,<p>B-cell progenitor</p>,,<p>Basophil progenitor</p>,,<p>T-cell progenitor</p>,,<p>Eosinophil progenitor</p>,,<p>Myeloid progenitor</p>,,
3094,84407,3-Applying,hard,,Using a light microscope you observe a huma...,,No,5,,"<p>Using a light microscope, you observe a human blood smear. Among the abundance of </p><p>erythrocytes, you note a leukocyte that appears to contain a multilobed nucleus. What is the MOST likely identity of the observed leukocyte?</p>",Some leukocytes can be distinguished by morphological characteristics.</p><p>,<p>T lymphocyte</p>,,<p>B lymphocyte</p>,,<p>Neutrophil</p>,,<p>Eosinophil</p>,,<p>Both Neutrophil and eosinophil are equally likely.</p>,,
3094,84407,2-Understanding,medium,,From which of the following stem cells are D...,,No,4,,<p>From which of the following stem cells are DCs derived?</p>,Know which stem cells give rise to which effectors; DCs are tricky.</p><p>,<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>Both CLP and CMP.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,From which of the following stem cells are p...,,No,3,,<p>From which of the following stem cells are platelets derived?</p>,Know which stem cells give rise to which effectors; DCs are tricky.</p><p>,<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>Both CLP and CMP.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,From which of the following stem cells are e...,,No,2,,<p>From which of the following stem cells are eosinophils derived?</p>,Know which stem cells give rise to which effectors; DCs are tricky.</p><p>,<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>Both CLP and CMP.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,From which of the following stem cells are h...,,No,1,,<p>From which of the following stem cells are helper T cells (T<sub>H</sub>) derived?</p>,Know which stem cells give rise to which effectors; DCs are tricky.</p><p>,<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>Both CLP and CMP.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,From which of the following stem cells are m...,,No,2,,<p>From which of the following stem cells are monocytes derived?</p>,Know which stem cells give rise to which effectors; DCs are tricky.</p><p>,<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>Both CLP and CMP.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,From which of the following stem cells are R...,,No,3,,<p>From which of the following stem cells are RBCs derived?</p>,Know which stem cells give rise to which effectors; DCs are tricky.</p><p>,<p>CLP</p>,,<p>CMP</p>,,<p>CEP</p>,,<p>Both CLP and CMP.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,What level of gene expression is regulated b...,,No,2,,"<p>What level of gene expression is regulated by such factors as Notch1, GATA-2 and <i>Bmi-1</i>?</p>",Many cellular differentiation programs in the immune system are regulated by master regulators that function early in gene expression.</p><p>,<p>Replication</p>,,<p>Transcription</p>,,<p>RNA processing</p>,,<p>Translation</p>,,<p>None of the answers are correct.</p>,,
3094,84407,1-Remembering,easy,,Which lineage of immune cells constitutes th...,,No,3,,<p>Which lineage of immune cells constitutes the first line of defense against an infection?</p>,Granulocytes are important first responders; from what kind of progenitor do they develop?</p><p>,<p>Lymphoid</p>,,<p>Erythroid</p>,,<p>Myeloid</p>,,<p>All of the answers are correct.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,3-Applying,hard,,You have consumed a salad contaminated with ...,,No,4,,"<p>You have consumed a salad contaminated with <i>Salmonella enterica</i>, which typically causes a self-limiting, gastrointestinal disease in humans. Based on this information, which immune organ is MOST likely to first recognize and mount a response against the pathogen?</p>",Secondary immune organs are strategically placed throughout the body.</p><p>,<p>Spleen</p>,,<p>SALT</p>,,<p>Thymus</p>,,<p>GALT</p>,,<p>Lymph node</p>,,
3094,84407,3-Applying,hard,,Which properties listed below are shared by ...,,No,5,,<p>Which properties listed below are shared by both na&iuml;ve B cells and mature T cells?</p>,"Na&iuml;ve B cells contain BCRs, and T cells contain TCRs.</p><p>",<p>Are derived from lymphoid progenitor cells</p>,,<p>Are considered lymphocytes</p>,,<p>Contain membrane-bound antigen receptors</p>,,<p>All of the answers are correct.</p>,,<p>None of the answers are correct.</p>,,
3094,84407,1-Remembering,easy,,Which of the following is NOT descended from...,,No,4,,<p>Which of the following is NOT descended from the common lymphoid progenitor?</p>,One of the choices develops from the CMP.</p><p>,<p>T cells</p>,,<p>NK cells</p>,,<p>B cells</p>,,<p>Eosinophils</p>,,<p>All of the answers are descended from the common lymphoid progenitor.</p>,,
3094,84407,2-Understanding,medium,,Which of the following granulocytes contains...,,No,3,,<p>Which of the following granulocytes contains histamine within its granules?</p>,Only one of the types listed above features histamine within its granules.</p><p>,<p>Neutrophils</p>,,<p>Eosinophils</p>,,<p>Basophils</p>,,<p>Both Eosinophils and Basophils</p>,,<p>All of the answers are correct.</p>,,
3094,84407,2-Understanding,medium,,Which of the following is NOT true about mon...,,No,4,,<p>Which of the following is NOT true about monocytes?</p>,One of the statements is not true; what cell types descend from monocytes?</p><p>,<p>They comprise between 5%-10% of circulating leukocytes.</p>,,<p>They have the ability to differentiate into macrophages or dendritic cells.</p>,,<p>They can be subdivided into inflammatory monocytes and patrolling monocytes.</p>,,<p>They can give rise to platelets.</p>,,<p>All of the answers are true.</p>,,
3094,84407,2-Understanding,medium,,Which of the following cell types is respons...,,No,5,,<p>Which of the following cell types is responsible for the secretion of immunoglobulins?</p>,Which types of lymphocytes are responsible for the regulation of immune responses; which specialize in production of antigen-specific antibodies?</p><p>,<p>T<sub>H</sub>1</p>,,<p>T<sub>H</sub>2</p>,,<p>T<sub>H</sub>17</p>,,<p>T<sub>FH</sub></p>,,<p>Plasma cell</p>,,
3094,84407,2-Understanding,medium,,Which of the following cell types is respons...,,No,1,,<p>Which of the following cell types is responsible for regulating responses against intracellular pathogens?</p>,Which types of lymphocytes are responsible for the regulation of immune responses; which specialize in production of antigen-specific antibodies?</p><p>,<p>T<sub>H</sub>1</p>,,<p>T<sub>H</sub>2</p>,,<p>T<sub>H</sub>17</p>,,<p>T<sub>FH</sub></p>,,<p>Plasma cell</p>,,
3094,84407,2-Understanding,medium,,Which of the following cell types is respons...,,No,4,,<p>Which of the following cell types is responsible for activating B cells in germinal centers?</p>,Which types of lymphocytes are responsible for the regulation of immune responses; which specialize in production of antigen-specific antibodies?</p><p>,<p>T<sub>H</sub>1</p>,,<p>T<sub>H</sub>2</p>,,<p>T<sub>H</sub>17</p>,,<p>T<sub>FH</sub></p>,,<p>Plasma cell</p>,,
,84407,2-Understanding,medium,,Which of the following cell types is respons...,,No,2,,<p>Which of the following cell types is responsible for regulating responses against predominantly extracellular pathogens?</p>,Which types of lymphocytes are responsible for the regulation of immune responses; which specialize in production of antigen-specific antibodies?</p><p>,<p>T<sub>H</sub>1</p>,,<p>T<sub>H</sub>2</p>,,<p>T<sub>H</sub>17</p>,,<p>T<sub>FH</sub></p>,,<p>Plasma cell</p>,,
,84407,2-Understanding,medium,,Which of the following cell types secretes I...,,No,3,,<p>Which of the following cell types secretes IL-17 and may play a role in antifungal responses?</p>,Which types of lymphocytes are responsible for the regulation of immune responses; which specialize in production of antigen-specific antibodies?</p><p>,<p>T<sub>H</sub>1</p>,,<p>T<sub>H</sub>2</p>,,<p>T<sub>H</sub>17</p>,,<p>T<sub>FH</sub></p>,,<p>Plasma cell</p>,,
,,2-Understanding,medium,,Which of the following effector T lymphocyte...,,No,1,,<p>Which of the following effector T lymphocyte populations is produced via the activation of a na&iuml;ve T cell through antigen presented in MHC Class I?</p>,Which of the choices comes from a CD8+ na&iuml;ve T cell?</p><p>,<p>CTL</p>,,<p>T<sub>H</sub>1</p>,,<p>T<sub>H</sub>2</p>,,<p>T<sub>H</sub>17</p>,,<p>None of the answers are correct.</p>,,
,84407,2-Understanding,medium,,Which of the following types of effector T l...,,No,2,,<p>Which of the following types of effector T lymphocytes is capable of inhibiting an immune response to an antigen recognized with its T-cell receptor (TCR)?</p>,Which cells listed stimulate specific elements of the immune response?</p><p>,<p>T<sub>H</sub>1</p>,,<p>T<sub>REG</sub></p>,,<p>T<sub>H</sub>2</p>,,<p>T<sub>H</sub>17</p>,,<p>None of the answers are correct.</p>,,
,84407,1-Remembering,easy,,Which of the following descendants of the CL...,,No,2,,<p>Which of the following descendants of the CLP act in the innate immune response?</p>,Which cell type does not regulate immune responses or secrete antibodies?</p><p>,<p>T cells</p>,,<p>NK cells</p>,,<p>B cells</p>,,<p>Plasma cells</p>,,<p>All of the answers are correct.</p>,,
,84407,2-Understanding,medium,,Which of the following is NOT considered pri...,,No,4,,<p>Which of the following is NOT considered primary lymphoid tissue?</p>,How do primary and secondary lymphoid tissue differ functionally; what happens in each of the tissues listed?</p><p>,<p>Draining lymph node</p>,,<p>Thymus</p>,,<p>Peyer&#039;s patch</p>,,<p>Neither draining lymph node nor Peyer&#039;s patch are primary lymphoid tissue.</p>,,<p>None of the answers are primary lymphoid tissue.</p>,,
,84407,2-Understanding,medium,,In mammals T-cell development occurs in the...,,No,4,,"<p>In mammals, T-cell development occurs in the _____, whereas B-cell development occurs predominantly in the _____.</p>",B cells (and their antigen-specific receptors) develop in different sites in mammals than in birds.</p><p>,<p>thymus; bursa of Fabricius</p>,,<p>bone marrow; mesenteric lymph nodes</p>,,<p>bone marrow; thymus</p>,,<p>thymus; bone marrow</p>,,<p>None of the answers are correct.</p>,,
,84407,2-Understanding,medium,,As thymocytes develop they are classified o...,,No,3,,"<p>As thymocytes develop, they are classified on the basis of the state of their T-cell receptors and which of the following?</p>",Which of the above factors on the surface of T cells is essential for T-cell function?</p><p>,<p>Which class of MHC they express on their surface</p>,,<p>The state of the immunoglobulin heavy and light chains on their surface</p>,,<p>The presence of coreceptor proteins CD4 and CD8 on their surface</p>,,"<p>The expression of the transcription factor, FoxP3</p>",,<p>None of the answers are correct.</p>,,
,,2-Understanding,medium,,Upon entering the thymus thymocytes are cla...,,No,2,,"<p>Upon entering the thymus, thymocytes are classified as double _____ with regard to coreceptors; before exiting as single-positive, na&iuml;ve T cells, they pass through a period in which they are double _____.</p>",Expression of the coreceptor genes change during thymocyte development.</p><p>,<p>positive; negative</p>,,<p>negative; positive</p>,,<p>Both &ldquo;positive; negative&rdquo; and &ldquo;negative; positive&rdquo; are correct.</p>,,<p>Neither &ldquo;positive; negative&rdquo; nor &ldquo;negative; positive&rdquo; are correct.</p>,,<p>Coreceptor expression state does not change in the thymus.</p>,,
,84407,2-Understanding,medium,,Contraction of which of the following types ...,,No,4,,<p>Contraction of which of the following types of muscles is responsible for propulsion of lymph through the lymphatic system?</p>,Lymph is not propelled through the body the same way blood is.</p><p>,<p>Cardiac</p>,,<p>Skeletal</p>,,<p>Smooth</p>,,<p>Both skeletal and smooth are correct.</p>,,<p>None of the answers are correct.</p>,,
,,2-Understanding,medium,,Na iuml ve lymphocytes enter secondary lymph...,,No,3,,<p>Na&iuml;ve lymphocytes enter secondary lymphoid tissues via which of the following structures?</p>,Lymphocytes enter via a different route than antigens.</p><p>,<p>Afferent lymphatics</p>,,<p>Efferent lymphatics</p>,,<p>HEVs</p>,,<p>Marginal sinus</p>,,<p>None of the answers are correct.</p>,,
,84407,3-Applying,hard,,Which of the following does NOT appear to ut...,,No,1,,<p>Which of the following does NOT appear to utilize the FRCC system as its primary means for trafficking through the lymph node?</p>,How does the FRCC system help molecules and cells move through the lymph node?</p><p>,<p>B cells</p>,,<p>T cells</p>,,<p>Free antigen that entered via an afferent lymphatic</p>,,<p>Cytokines and chemokines</p>,,<p>None of the answers utilizes the FRCC system.</p>,,
,,2-Understanding,medium,,Which of the following types of bonds would ...,,No,2,,<p>Which of the following types of bonds would be LEAST likely in a receptor-ligand interaction?</p>,Most receptor-ligand interactions can be disrupted with high salt concentrations.</p><p>,<p>Ionic bond</p>,,<p>Covalent bond</p>,,<p>Hydrogen bond</p>,,<p>Hydrophobic interaction</p>,,<p>All of the answers are equally likely.</p>,,
,,3-Applying,medium,,The end results of signal transduction are v...,,No,5,,<p>The end results of signal transduction are varied but can include</p>,The output of signal transduction is altered cellular physiology.</p><p>,<p>induction of cell division.</p>,,<p>cellular differentiation.</p>,,<p>altered metabolism.</p>,,<p>altered protein secretion patterns.</p>,,<p>All of the answers are correct.</p>,,
,,2-Understanding,medium,,K sub a sub the association constant is ...,,No,3,,"<p>K<sub>a</sub>, the association constant, is a measure of which of the following?</p>",It is the ratio of association rate constant over the dissociation rate constant.</p><p>,<p>The concentration of unbound ligand</p>,,<p>The concentration of unbound receptor</p>,,<p>The affinity of receptor for ligand</p>,,<p>The size of the receptor relative to the ligand</p>,,<p>The number of ligands for each receptor</p>,,
,,3-Applying,hard,,Which of the provided disassociation constan...,,No,4,,<p>Which of the provided disassociation constants is MOST likely to be observed from an antibody binding an antigen during an immune response involving memory B cells?</p>,Antibody-antigen interactions can become extraordinarily strong.</p><p>,<p>10<sup>-3</sup> M</p>,,<p>10<sup>-5</sup> M</p>,,<p>10<sup>-2</sup> M</p>,,<p>10<sup>-10</sup> M</p>,,<p>Antibody-antigen interactions cannot be measured.</p>,,
,,2-Understanding,medium,,Receptors that are multivalent tend to bind ...,,No,1,,<p>Receptors that are multivalent tend to bind to their ligands more strongly than receptors with a single binding site. What is the term used to describe this phenomenon?</p>,Affinity is factored into the calculation for avidity.</p><p>,<p>Avidity</p>,,<p>Valency</p>,,<p>Affinity</p>,,<p>Magnetism</p>,,<p>None of the answers are correct.</p>,,
,,1-Remembering,easy,,Which of the following BEST describes how cy...,,No,1,,<p>Which of the following BEST describes how cytokines are released from activated T cells?</p>,The MTOC orients the secretory apparatus toward the T-cell receptors.</p><p>,<p>Cytokines are released near where T-cell receptors are clustered.</p>,,<p>T cells release cytokines on the side of the cell opposite the MTOC to more efficiently distribute the response around the cell.</p>,,<p>T cells release cytokines evenly around the cell.</p>,,<p>Cytokines are released in short bursts from preformed vesicles full of cytokines.</p>,,<p>Cytokines are released in whatever direction the MTOC happens to be facing upon TCR ligation.</p>,,
,,1-Remembering,easy,,Receptors that dimerize upon ligand binding ...,,No,1,,<p>Receptors that dimerize upon ligand binding often contain _____ in their cytoplasmic domains.</p>,Signaling often initiates with the addition of a phosphate.</p><p>,<p>tyrosine kinases</p>,,<p>hydrophobic regions</p>,,<p>proteases</p>,,<p>metal-binding regions</p>,,<p>large immunoglobulin folds</p>,,
,,1-Remembering,easy,,Portions of the cytoplasmic domains of many ...,,No,2,,<p>Portions of the cytoplasmic domains of many immune receptors are targets for phosphorylation. These domains are known as</p>,Activation induces phosphorylation.</p><p>,<p>Grb domains.</p>,,<p>ITAMs.</p>,,<p>leucine zipper motifs.</p>,,<p>SOS domains.</p>,,<p>None of the answers are correct.</p>,,
,,3-Applying,hard,,You note a population of T cells that contai...,,No,3,,"<p>You note a population of T cells that contain primarily high-affinity IL-2R on their cell surfaces. Based on that observation, what can you predict about the activation state of the cells?</p>",Different versions of IL-2R can be expressed on the surface of T-cells.</p><p>,<p>They have not been exposed to antigen.</p>,,"<p>T cells do not express IL-2R, so we cannot determine their activation state using these data.</p>",,<p>This cell population has been exposed to IL-2 and is active.</p>,,<p>They have been exposed to antigen but not IL-2.</p>,,<p>None of the answers are correct.</p>,,
